Date,Product,Region,Quantity_Sold,Stock_Level
2024-10-22,Product_A,South,81,118
2024-10-23,Product_A,South,79,118
2024-10-24,Product_A,South,67,102
2024-10-25,Product_A,South,79,95
2024-10-26,Product_A,South,52,79
2024-10-27,Product_A,South,72,106
2024-10-28,Product_A,South,76,100
2024-10-29,Product_A,South,85,105
2024-10-30,Product_A,South,77,141
2024-10-31,Product_A,South,85,93
2024-11-01,Product_A,South,58,102
2024-11-02,Product_A,South,76,76
2024-11-03,Product_A,South,65,67
2024-11-04,Product_A,South,65,100
2024-11-05,Product_A,South,75,110
2024-11-06,Product_A,South,82,113
2024-11-07,Product_A,South,60,131
2024-11-08,Product_A,South,75,118
2024-11-09,Product_A,South,47,99
2024-11-10,Product_A,South,71,76
2024-11-11,Product_A,South,73,108
2024-11-12,Product_A,South,105,162
2024-11-13,Product_A,South,63,177
2024-11-14,Product_A,South,68,138
2024-11-15,Product_A,South,80,84
2024-11-16,Product_A,South,68,93
2024-11-17,Product_A,South,71,104
2024-11-18,Product_A,South,89,114
2024-11-19,Product_A,South,82,149
2024-11-20,Product_A,South,94,145
2024-11-21,Product_A,South,73,101
2024-11-22,Product_A,South,65,95
2024-11-23,Product_A,South,73,118
2024-11-24,Product_A,South,66,131
2024-11-25,Product_A,South,93,121
2024-11-26,Product_A,South,76,162
2024-11-27,Product_A,South,89,137
2024-11-28,Product_A,South,79,108
2024-11-29,Product_A,South,57,123
2024-11-30,Product_A,South,59,162
2024-12-01,Product_A,South,59,80
2024-12-02,Product_A,South,86,150
2024-12-03,Product_A,South,90,146
2024-12-04,Product_A,South,67,125
2024-12-05,Product_A,South,72,91
2024-12-06,Product_A,South,77,77
2024-12-07,Product_A,South,56,94
2024-12-08,Product_A,South,63,117
2024-12-09,Product_A,South,86,142
2024-12-10,Product_A,South,103,162
2024-12-11,Product_A,South,95,149
2024-12-12,Product_A,South,96,136
2024-12-13,Product_A,South,74,111
2024-12-14,Product_A,South,63,116
2024-12-15,Product_A,South,74,99
2024-12-16,Product_A,South,76,103
2024-12-17,Product_A,South,109,145
2024-12-18,Product_A,South,86,164
2024-12-19,Product_A,South,84,110
2024-12-20,Product_A,South,93,111
2024-12-21,Product_A,South,70,112
2024-12-22,Product_A,South,90,116
2024-12-23,Product_A,South,72,143
2024-12-24,Product_A,South,91,186
2024-12-25,Product_A,South,101,108
2024-12-26,Product_A,South,100,181
2024-12-27,Product_A,South,103,162
2024-12-28,Product_A,South,65,133
2024-12-29,Product_A,South,71,124
2024-12-30,Product_A,South,73,123
2023-01-01,Product_A,East,97,145
2023-01-02,Product_A,East,101,119
2023-01-03,Product_A,East,104,149
2023-01-04,Product_A,East,127,193
2023-01-05,Product_A,East,122,143
2023-01-06,Product_A,East,54,104
2023-01-07,Product_A,East,103,120
2023-01-08,Product_A,East,78,165
2023-01-09,Product_A,East,120,151
2023-01-10,Product_A,East,108,167
2023-01-11,Product_A,East,120,206
2023-01-12,Product_A,East,115,177
2023-01-13,Product_A,East,112,120
2023-01-14,Product_A,East,97,126
2023-01-15,Product_A,East,56,94
2023-01-16,Product_A,East,88,166
2023-01-17,Product_A,East,118,178
2023-01-18,Product_A,East,155,155
2023-01-19,Product_A,East,111,174
2023-01-20,Product_A,East,87,148
2023-01-21,Product_A,East,68,163
2023-01-22,Product_A,East,84,181
2023-01-23,Product_A,East,106,180
2023-01-24,Product_A,East,118,178
2023-01-25,Product_A,East,112,187
2023-01-26,Product_A,East,120,156
2023-01-27,Product_A,East,99,139
2023-01-28,Product_A,East,124,137
2023-01-29,Product_A,East,118,140
2023-01-30,Product_A,East,113,137
2023-01-31,Product_A,East,114,188
2023-02-01,Product_A,East,156,193
2023-02-02,Product_A,East,142,189
2023-02-03,Product_A,East,129,154
2023-02-04,Product_A,East,129,132
2023-02-05,Product_A,East,87,123
2023-02-06,Product_A,East,151,184
2023-02-07,Product_A,East,119,213
2023-02-08,Product_A,East,142,233
2023-02-09,Product_A,East,92,175
2023-02-10,Product_A,East,98,119
2023-02-11,Product_A,East,112,140
2023-02-12,Product_A,East,111,198
2023-02-13,Product_A,East,108,163
2023-02-14,Product_A,East,130,211
2023-02-15,Product_A,East,120,185
2023-02-16,Product_A,East,142,191
2023-02-17,Product_A,East,74,137
2023-02-18,Product_A,East,121,156
2023-02-19,Product_A,East,90,150
2023-02-20,Product_A,East,116,189
2023-02-21,Product_A,East,103,178
2023-02-22,Product_A,East,139,199
2023-02-23,Product_A,East,135,162
2023-02-24,Product_A,East,115,186
2023-02-25,Product_A,East,107,153
2023-02-26,Product_A,East,102,139
2023-02-27,Product_A,East,117,202
2023-02-28,Product_A,East,130,180
2023-03-01,Product_A,East,126,208
2023-03-02,Product_A,East,119,199
2023-03-03,Product_A,East,120,184
2023-03-04,Product_A,East,123,172
2023-03-05,Product_A,East,90,140
2023-03-06,Product_A,East,118,170
2023-03-07,Product_A,East,111,192
2023-03-08,Product_A,East,128,193
2023-03-09,Product_A,East,122,215
2023-03-10,Product_A,East,116,218
2023-03-11,Product_A,East,105,148
2023-03-12,Product_A,East,106,165
2023-03-13,Product_A,East,128,223
2023-03-14,Product_A,East,118,220
2023-03-15,Product_A,East,143,177
2023-03-16,Product_A,East,144,219
2023-03-17,Product_A,East,99,170
2023-03-18,Product_A,East,77,130
2023-03-19,Product_A,East,124,152
2023-03-20,Product_A,East,101,187
2023-03-21,Product_A,East,125,195
2023-03-22,Product_A,East,155,186
2023-03-23,Product_A,East,112,198
2023-03-24,Product_A,East,131,196
2023-03-25,Product_A,East,94,175
2023-03-26,Product_A,East,95,198
2023-03-27,Product_A,East,101,210
2023-03-28,Product_A,East,123,245
2023-03-29,Product_A,East,153,190
2023-03-30,Product_A,East,120,211
2023-03-31,Product_A,East,132,170
2023-04-01,Product_A,East,105,172
2023-04-02,Product_A,East,110,136
2023-04-03,Product_A,East,107,188
2023-04-04,Product_A,East,162,237
2023-04-05,Product_A,East,157,216
2023-04-06,Product_A,East,145,182
2023-04-07,Product_A,East,112,155
2023-04-08,Product_A,East,85,163
2023-04-09,Product_A,East,111,176
2023-04-10,Product_A,East,132,188
2023-04-11,Product_A,East,148,204
2023-04-12,Product_A,East,149,196
2023-04-13,Product_A,East,137,208
2023-04-14,Product_A,East,102,172
2023-04-15,Product_A,East,94,146
2023-04-16,Product_A,East,89,187
2023-04-17,Product_A,East,141,193
2023-04-18,Product_A,East,176,200
2023-04-19,Product_A,East,203,204
2023-04-20,Product_A,East,134,186
2023-04-21,Product_A,East,120,187
2023-04-22,Product_A,East,101,191
2023-04-23,Product_A,East,110,166
2023-04-24,Product_A,East,104,190
2023-04-25,Product_A,East,132,190
2023-04-26,Product_A,East,122,261
2023-04-27,Product_A,East,123,163
2023-04-28,Product_A,East,100,168
2023-04-29,Product_A,East,111,165
2023-04-30,Product_A,East,116,146
2023-05-01,Product_A,East,126,162
2023-05-02,Product_A,East,121,182
2023-05-03,Product_A,East,112,226
2023-05-04,Product_A,East,140,210
2023-05-05,Product_A,East,112,182
2023-05-06,Product_A,East,74,169
2023-05-07,Product_A,East,107,169
2023-05-08,Product_A,East,125,157
2023-05-09,Product_A,East,102,183
2023-05-10,Product_A,East,146,216
2023-05-11,Product_A,East,99,168
2023-05-12,Product_A,East,97,157
2023-05-13,Product_A,East,79,121
2023-05-14,Product_A,East,90,156
2023-05-15,Product_A,East,96,172
2023-05-16,Product_A,East,150,169
2023-05-17,Product_A,East,128,220
2023-05-18,Product_A,East,115,173
2023-05-19,Product_A,East,126,155
2023-05-20,Product_A,East,114,156
2023-05-21,Product_A,East,96,161
2023-05-22,Product_A,East,120,192
2023-05-23,Product_A,East,117,192
2023-05-24,Product_A,East,129,210
2023-05-25,Product_A,East,102,201
2023-05-26,Product_A,East,113,132
2023-05-27,Product_A,East,113,189
2023-05-28,Product_A,East,114,177
2023-05-29,Product_A,East,113,135
2023-05-30,Product_A,East,90,192
2023-05-31,Product_A,East,116,173
2023-06-01,Product_A,East,117,190
2023-06-02,Product_A,East,81,146
2023-06-03,Product_A,East,115,120
2023-06-04,Product_A,East,109,136
2023-06-05,Product_A,East,118,186
2023-06-06,Product_A,East,135,201
2023-06-07,Product_A,East,103,209
2023-06-08,Product_A,East,100,178
2023-06-09,Product_A,East,105,161
2023-06-10,Product_A,East,96,121
2023-06-11,Product_A,East,75,159
2023-06-12,Product_A,East,110,183
2023-06-13,Product_A,East,118,150
2023-06-14,Product_A,East,139,175
2023-06-15,Product_A,East,118,156
2023-06-16,Product_A,East,123,130
2023-06-17,Product_A,East,85,136
2023-06-18,Product_A,East,77,145
2023-06-19,Product_A,East,129,146
2023-06-20,Product_A,East,123,123
2023-06-21,Product_A,East,118,171
2023-06-22,Product_A,East,96,186
2023-06-23,Product_A,East,91,140
2023-06-24,Product_A,East,82,92
2023-06-25,Product_A,East,74,154
2023-06-26,Product_A,East,69,136
2023-06-27,Product_A,East,106,204
2023-06-28,Product_A,East,128,162
2023-06-29,Product_A,East,127,145
2023-06-30,Product_A,East,107,112
2023-07-01,Product_A,East,98,119
2023-07-02,Product_A,East,73,126
2023-07-03,Product_A,East,102,138
2023-07-04,Product_A,East,118,152
2023-07-05,Product_A,East,122,177
2023-07-06,Product_A,East,102,146
2023-07-07,Product_A,East,92,147
2023-07-08,Product_A,East,107,142
2023-07-09,Product_A,East,97,189
2023-07-10,Product_A,East,103,153
2023-07-11,Product_A,East,117,139
2023-07-12,Product_A,East,101,153
2023-07-13,Product_A,East,110,147
2023-07-14,Product_A,East,89,153
2023-07-15,Product_A,East,90,116
2023-07-16,Product_A,East,74,146
2023-07-17,Product_A,East,103,107
2023-07-18,Product_A,East,98,158
2023-07-19,Product_A,East,117,176
2023-07-20,Product_A,East,101,158
2023-07-21,Product_A,East,86,114
2023-07-22,Product_A,East,74,116
2023-07-23,Product_A,East,79,82
2023-07-24,Product_A,East,84,136
2023-07-25,Product_A,East,96,145
2023-07-26,Product_A,East,109,132
2023-07-27,Product_A,East,71,135
2023-07-28,Product_A,East,92,158
2023-07-29,Product_A,East,84,84
2023-07-30,Product_A,East,74,121
2023-07-31,Product_A,East,89,142
2023-08-01,Product_A,East,83,147
2023-08-02,Product_A,East,105,165
2023-08-03,Product_A,East,80,131
2023-08-04,Product_A,East,47,108
2023-08-05,Product_A,East,67,89
2023-08-06,Product_A,East,77,111
2023-08-07,Product_A,East,56,131
2023-08-08,Product_A,East,81,151
2023-08-09,Product_A,East,78,145
2023-08-10,Product_A,East,85,140
2023-08-11,Product_A,East,79,112
2023-08-12,Product_A,East,54,77
2023-08-13,Product_A,East,66,109
2023-08-14,Product_A,East,75,136
2023-08-15,Product_A,East,88,118
2023-08-16,Product_A,East,90,145
2023-08-17,Product_A,East,91,168
2023-08-18,Product_A,East,68,113
2023-08-19,Product_A,East,73,103
2023-08-20,Product_A,East,66,76
2023-08-21,Product_A,East,74,99
2023-08-22,Product_A,East,66,119
2023-08-23,Product_A,East,77,149
2023-08-24,Product_A,East,92,109
2023-08-25,Product_A,East,71,74
2023-08-26,Product_A,East,62,109
2023-08-27,Product_A,East,78,90
2023-08-28,Product_A,East,91,91
2023-08-29,Product_A,East,71,146
2023-08-30,Product_A,East,112,145
2023-08-31,Product_A,East,83,83
2023-09-01,Product_A,East,50,112
2023-09-02,Product_A,East,63,77
2023-09-03,Product_A,East,69,105
2023-09-04,Product_A,East,88,119
2023-09-05,Product_A,East,102,129
2023-09-06,Product_A,East,87,154
2023-09-07,Product_A,East,70,179
2023-09-08,Product_A,East,76,115
2023-09-09,Product_A,East,70,135
2023-09-10,Product_A,East,75,75
2023-09-11,Product_A,East,92,107
2023-09-12,Product_A,East,86,102
2023-09-13,Product_A,East,94,118
2023-09-14,Product_A,East,82,115
2023-09-15,Product_A,East,91,146
2023-09-16,Product_A,East,65,98
2023-09-17,Product_A,East,63,122
2023-09-18,Product_A,East,72,105
2023-09-19,Product_A,East,96,116
2023-09-20,Product_A,East,86,98
2023-09-21,Product_A,East,88,159
2023-09-22,Product_A,East,78,135
2023-09-23,Product_A,East,56,101
2023-09-24,Product_A,East,57,95
2023-09-25,Product_A,East,84,115
2023-09-26,Product_A,East,66,99
2023-09-27,Product_A,East,68,139
2023-09-28,Product_A,East,105,147
2023-09-29,Product_A,East,50,133
2023-09-30,Product_A,East,73,73
2023-10-01,Product_A,East,63,121
2023-10-02,Product_A,East,81,86
2023-10-03,Product_A,East,91,91
2023-10-04,Product_A,East,83,152
2023-10-05,Product_A,East,80,110
2023-10-06,Product_A,East,79,125
2023-10-07,Product_A,East,77,114
2023-10-08,Product_A,East,77,114
2023-10-09,Product_A,East,78,115
2023-10-10,Product_A,East,81,102
2023-10-11,Product_A,East,74,124
2023-10-12,Product_A,East,83,149
2023-10-13,Product_A,East,70,126
2023-10-14,Product_A,East,75,92
2023-10-15,Product_A,East,73,95
2023-10-16,Product_A,East,91,127
2023-10-17,Product_A,East,70,131
2023-10-18,Product_A,East,109,127
2023-10-19,Product_A,East,87,133
2023-10-20,Product_A,East,60,117
2023-10-21,Product_A,East,51,86
2023-10-22,Product_A,East,79,109
2023-10-23,Product_A,East,73,124
2023-10-24,Product_A,East,85,130
2023-10-25,Product_A,East,97,118
2023-10-26,Product_A,East,83,118
2023-10-27,Product_A,East,55,91
2023-10-28,Product_A,East,82,107
2023-10-29,Product_A,East,55,73
2023-10-30,Product_A,East,77,149
2023-10-31,Product_A,East,85,158
2023-11-01,Product_A,East,95,145
2023-11-02,Product_A,East,67,145
2023-11-03,Product_A,East,70,128
2023-11-04,Product_A,East,59,105
2023-11-05,Product_A,East,74,102
2023-11-06,Product_A,East,85,115
2023-11-07,Product_A,East,81,167
2023-11-08,Product_A,East,107,123
2023-11-09,Product_A,East,93,114
2023-11-10,Product_A,East,62,134
2023-11-11,Product_A,East,51,123
2023-11-12,Product_A,East,69,104
2023-11-13,Product_A,East,87,135
2023-11-14,Product_A,East,80,152
2023-11-15,Product_A,East,96,117
2023-11-16,Product_A,East,86,160
2023-11-17,Product_A,East,97,131
2023-11-18,Product_A,East,58,117
2023-11-19,Product_A,East,83,126
2023-11-20,Product_A,East,94,134
2023-11-21,Product_A,East,93,130
2023-11-22,Product_A,East,69,153
2023-11-23,Product_A,East,93,147
2023-11-24,Product_A,East,64,133
2023-11-25,Product_A,East,96,112
2023-11-26,Product_A,East,75,121
2023-11-27,Product_A,East,113,113
2023-11-28,Product_A,East,100,130
2023-11-29,Product_A,East,92,150
2023-11-30,Product_A,East,112,177
2023-12-01,Product_A,East,88,116
2023-12-02,Product_A,East,104,105
2023-12-03,Product_A,East,72,82
2023-12-04,Product_A,East,108,154
2023-12-05,Product_A,East,137,137
2023-12-06,Product_A,East,126,157
2023-12-07,Product_A,East,108,112
2023-12-08,Product_A,East,104,143
2023-12-09,Product_A,East,77,130
2023-12-10,Product_A,East,72,110
2023-12-11,Product_A,East,86,101
2023-12-12,Product_A,East,117,179
2023-12-13,Product_A,East,95,167
2023-12-14,Product_A,East,96,156
2023-12-15,Product_A,East,79,114
2023-12-16,Product_A,East,93,120
2023-12-17,Product_A,East,109,127
2023-12-18,Product_A,East,82,168
2023-12-19,Product_A,East,117,175
2023-12-20,Product_A,East,130,152
2023-12-21,Product_A,East,101,151
2023-12-22,Product_A,East,73,131
2023-12-23,Product_A,East,100,130
2023-12-24,Product_A,East,69,99
2023-12-25,Product_A,East,123,146
2023-12-26,Product_A,East,100,160
2023-12-27,Product_A,East,88,199
2023-12-28,Product_A,East,100,187
2023-12-29,Product_A,East,94,169
2023-12-30,Product_A,East,89,146
2023-12-31,Product_A,East,99,146
2024-01-01,Product_A,East,107,148
2024-01-02,Product_A,East,147,153
2024-01-03,Product_A,East,117,177
2024-01-04,Product_A,East,116,156
2024-01-05,Product_A,East,101,142
2024-01-06,Product_A,East,67,133
2024-01-07,Product_A,East,77,103
2024-01-08,Product_A,East,107,167
2024-01-09,Product_A,East,127,188
2024-01-10,Product_A,East,86,154
2024-01-11,Product_A,East,146,149
2024-01-12,Product_A,East,109,136
2024-01-13,Product_A,East,92,124
2024-01-14,Product_A,East,103,145
2024-01-15,Product_A,East,100,141
2024-01-16,Product_A,East,126,157
2024-01-17,Product_A,East,132,239
2024-01-18,Product_A,East,140,189
2024-01-19,Product_A,East,101,115
2024-01-20,Product_A,East,75,166
2024-01-21,Product_A,East,86,132
2024-01-22,Product_A,East,108,145
2024-01-23,Product_A,East,101,185
2024-01-24,Product_A,East,111,177
2024-01-25,Product_A,East,105,190
2024-01-26,Product_A,East,101,154
2024-01-27,Product_A,East,105,142
2024-01-28,Product_A,East,96,159
2024-01-29,Product_A,East,125,168
2024-01-30,Product_A,East,129,176
2024-01-31,Product_A,East,114,212
2024-02-01,Product_A,East,130,193
2024-02-02,Product_A,East,112,163
2024-02-03,Product_A,East,109,167
2024-02-04,Product_A,East,116,152
2024-02-05,Product_A,East,140,179
2024-02-06,Product_A,East,143,201
2024-02-07,Product_A,East,139,187
2024-02-08,Product_A,East,138,245
2024-02-09,Product_A,East,104,167
2024-02-10,Product_A,East,94,142
2024-02-11,Product_A,East,129,143
2024-02-12,Product_A,East,110,147
2024-02-13,Product_A,East,118,166
2024-02-14,Product_A,East,150,262
2024-02-15,Product_A,East,120,158
2024-02-16,Product_A,East,127,154
2024-02-17,Product_A,East,123,149
2024-02-18,Product_A,East,96,156
2024-02-19,Product_A,East,135,177
2024-02-20,Product_A,East,125,200
2024-02-21,Product_A,East,113,217
2024-02-22,Product_A,East,95,186
2024-02-23,Product_A,East,127,177
2024-02-24,Product_A,East,114,156
2024-02-25,Product_A,East,127,181
2024-02-26,Product_A,East,131,203
2024-02-27,Product_A,East,153,198
2024-02-28,Product_A,East,113,221
2024-02-29,Product_A,East,143,220
2024-03-01,Product_A,East,99,156
2024-03-02,Product_A,East,113,158
2024-03-03,Product_A,East,79,172
2024-03-04,Product_A,East,90,168
2024-03-05,Product_A,East,168,246
2024-03-06,Product_A,East,117,209
2024-03-07,Product_A,East,134,236
2024-03-08,Product_A,East,108,166
2024-03-09,Product_A,East,132,153
2024-03-10,Product_A,East,123,137
2024-03-11,Product_A,East,123,156
2024-03-12,Product_A,East,119,228
2024-03-13,Product_A,East,144,211
2024-03-14,Product_A,East,119,198
2024-03-15,Product_A,East,124,197
2024-03-16,Product_A,East,65,146
2024-03-17,Product_A,East,115,166
2024-03-18,Product_A,East,135,196
2024-03-19,Product_A,East,135,203
2024-03-20,Product_A,East,140,242
2024-03-21,Product_A,East,121,202
2024-03-22,Product_A,East,122,210
2024-03-23,Product_A,East,104,182
2024-03-24,Product_A,East,133,168
2024-03-25,Product_A,East,123,185
2024-03-26,Product_A,East,137,231
2024-03-27,Product_A,East,151,224
2024-03-28,Product_A,East,113,185
2024-03-29,Product_A,East,158,176
2024-03-30,Product_A,East,96,192
2024-03-31,Product_A,East,117,181
2024-04-01,Product_A,East,125,185
2024-04-02,Product_A,East,139,187
2024-04-03,Product_A,East,145,226
2024-04-04,Product_A,East,174,206
2024-04-05,Product_A,East,77,177
2024-04-06,Product_A,East,154,181
2024-04-07,Product_A,East,99,181
2024-04-08,Product_A,East,113,165
2024-04-09,Product_A,East,135,216
2024-04-10,Product_A,East,105,197
2024-04-11,Product_A,East,136,196
2024-04-12,Product_A,East,126,155
2024-04-13,Product_A,East,120,139
2024-04-14,Product_A,East,140,140
2024-04-15,Product_A,East,106,199
2024-04-16,Product_A,East,178,220
2024-04-17,Product_A,East,158,219
2024-04-18,Product_A,East,114,193
2024-04-19,Product_A,East,97,152
2024-04-20,Product_A,East,115,140
2024-04-21,Product_A,East,117,142
2024-04-22,Product_A,East,132,180
2024-04-23,Product_A,East,171,218
2024-04-24,Product_A,East,171,202
2024-04-25,Product_A,East,135,182
2024-04-26,Product_A,East,110,171
2024-04-27,Product_A,East,95,136
2024-04-28,Product_A,East,87,119
2024-04-29,Product_A,East,105,200
2024-04-30,Product_A,East,106,182
2024-05-01,Product_A,East,182,202
2024-05-02,Product_A,East,139,212
2024-05-03,Product_A,East,128,144
2024-05-04,Product_A,East,102,127
2024-05-05,Product_A,East,149,149
2024-05-06,Product_A,East,104,165
2024-05-07,Product_A,East,107,234
2024-05-08,Product_A,East,193,202
2024-05-09,Product_A,East,105,152
2024-05-10,Product_A,East,110,166
2024-05-11,Product_A,East,94,161
2024-05-12,Product_A,East,114,168
2024-05-13,Product_A,East,116,161
2024-05-14,Product_A,East,149,204
2024-05-15,Product_A,East,157,224
2024-05-16,Product_A,East,101,165
2024-05-17,Product_A,East,100,148
2024-05-18,Product_A,East,114,161
2024-05-19,Product_A,East,123,167
2024-05-20,Product_A,East,123,204
2024-05-21,Product_A,East,143,202
2024-05-22,Product_A,East,167,207
2024-05-23,Product_A,East,121,173
2024-05-24,Product_A,East,122,191
2024-05-25,Product_A,East,100,177
2024-05-26,Product_A,East,73,155
2024-05-27,Product_A,East,117,162
2024-05-28,Product_A,East,178,195
2024-05-29,Product_A,East,125,201
2024-05-30,Product_A,East,86,171
2024-05-31,Product_A,East,124,150
2024-06-01,Product_A,East,86,174
2024-06-02,Product_A,East,122,163
2024-06-03,Product_A,East,107,167
2024-06-04,Product_A,East,112,172
2024-06-05,Product_A,East,110,184
2024-06-06,Product_A,East,102,150
2024-06-07,Product_A,East,109,163
2024-06-08,Product_A,East,121,131
2024-06-09,Product_A,East,103,155
2024-06-10,Product_A,East,108,183
2024-06-11,Product_A,East,139,194
2024-06-12,Product_A,East,122,184
2024-06-13,Product_A,East,94,161
2024-06-14,Product_A,East,93,132
2024-06-15,Product_A,East,100,165
2024-06-16,Product_A,East,83,151
2024-06-17,Product_A,East,92,158
2024-06-18,Product_A,East,109,194
2024-06-19,Product_A,East,111,207
2024-06-20,Product_A,East,111,159
2024-06-21,Product_A,East,81,156
2024-06-22,Product_A,East,103,142
2024-06-23,Product_A,East,126,170
2024-06-24,Product_A,East,101,153
2024-06-25,Product_A,East,126,161
2024-06-26,Product_A,East,142,188
2024-06-27,Product_A,East,116,181
2024-06-28,Product_A,East,123,150
2024-06-29,Product_A,East,87,163
2024-06-30,Product_A,East,105,131
2024-07-01,Product_A,East,103,159
2024-07-02,Product_A,East,121,145
2024-07-03,Product_A,East,90,158
2024-07-04,Product_A,East,93,150
2024-07-05,Product_A,East,104,139
2024-07-06,Product_A,East,89,105
2024-07-07,Product_A,East,82,145
2024-07-08,Product_A,East,109,136
2024-07-09,Product_A,East,114,211
2024-07-10,Product_A,East,113,157
2024-07-11,Product_A,East,102,160
2024-07-12,Product_A,East,90,137
2024-07-13,Product_A,East,65,106
2024-07-14,Product_A,East,84,126
2024-07-15,Product_A,East,89,142
2024-07-16,Product_A,East,109,180
2024-07-17,Product_A,East,109,174
2024-07-18,Product_A,East,94,165
2024-07-19,Product_A,East,94,151
2024-07-20,Product_A,East,90,133
2024-07-21,Product_A,East,82,130
2024-07-22,Product_A,East,109,128
2024-07-23,Product_A,East,95,161
2024-07-24,Product_A,East,114,144
2024-07-25,Product_A,East,98,147
2024-07-26,Product_A,East,58,125
2024-07-27,Product_A,East,77,115
2024-07-28,Product_A,East,98,98
2024-07-29,Product_A,East,80,85
2024-07-30,Product_A,East,94,145
2024-07-31,Product_A,East,96,178
2024-08-01,Product_A,East,109,146
2024-08-02,Product_A,East,79,147
2024-08-03,Product_A,East,76,98
2024-08-04,Product_A,East,58,109
2024-08-05,Product_A,East,99,179
2024-08-06,Product_A,East,100,133
2024-08-07,Product_A,East,83,163
2024-08-08,Product_A,East,69,151
2024-08-09,Product_A,East,92,131
2024-08-10,Product_A,East,72,123
2024-08-11,Product_A,East,78,99
2024-08-12,Product_A,East,110,123
2024-08-13,Product_A,East,107,107
2024-08-14,Product_A,East,117,177
2024-08-15,Product_A,East,91,148
2024-08-16,Product_A,East,86,107
2024-08-17,Product_A,East,78,92
2024-08-18,Product_A,East,68,135
2024-08-19,Product_A,East,97,112
2024-08-20,Product_A,East,83,128
2024-08-21,Product_A,East,106,124
2024-08-22,Product_A,East,94,148
2024-08-23,Product_A,East,77,137
2024-08-24,Product_A,East,67,102
2024-08-25,Product_A,East,62,130
2024-08-26,Product_A,East,73,131
2024-08-27,Product_A,East,91,117
2024-08-28,Product_A,East,85,169
2024-08-29,Product_A,East,90,110
2024-08-30,Product_A,East,80,111
2024-08-31,Product_A,East,105,110
2024-09-01,Product_A,East,67,136
2024-09-02,Product_A,East,58,123
2024-09-03,Product_A,East,117,133
2024-09-04,Product_A,East,68,131
2024-09-05,Product_A,East,104,136
2024-09-06,Product_A,East,65,99
2024-09-07,Product_A,East,62,110
2024-09-08,Product_A,East,85,127
2024-09-09,Product_A,East,85,93
2024-09-10,Product_A,East,71,144
2024-09-11,Product_A,East,72,132
2024-09-12,Product_A,East,88,104
2024-09-13,Product_A,East,62,109
2024-09-14,Product_A,East,72,122
2024-09-15,Product_A,East,76,106
2024-09-16,Product_A,East,70,97
2024-09-17,Product_A,East,81,140
2024-09-18,Product_A,East,95,95
2024-09-19,Product_A,East,74,150
2024-09-20,Product_A,East,74,82
2024-09-21,Product_A,East,91,100
2024-09-22,Product_A,East,73,112
2024-09-23,Product_A,East,74,103
2024-09-24,Product_A,East,115,151
2024-09-25,Product_A,East,101,146
2024-09-26,Product_A,East,71,151
2024-09-27,Product_A,East,64,115
2024-09-28,Product_A,East,50,59
2024-09-29,Product_A,East,72,87
2024-09-30,Product_A,East,55,128
2024-10-01,Product_A,East,115,159
2024-10-02,Product_A,East,86,135
2024-10-03,Product_A,East,94,148
2024-10-04,Product_A,East,69,111
2024-10-05,Product_A,East,70,111
2024-10-06,Product_A,East,68,101
2024-10-07,Product_A,East,95,142
2024-10-08,Product_A,East,94,166
2024-10-09,Product_A,East,85,168
2024-10-10,Product_A,East,91,191
2024-10-11,Product_A,East,60,97
2024-10-12,Product_A,East,71,109
2024-10-13,Product_A,East,90,91
2024-10-14,Product_A,East,90,142
2024-10-15,Product_A,East,98,114
2024-10-16,Product_A,East,110,161
2024-10-17,Product_A,East,92,131
2024-10-18,Product_A,East,77,110
2024-10-19,Product_A,East,75,103
2024-10-20,Product_A,East,61,85
2024-10-21,Product_A,East,71,125
2024-10-22,Product_A,East,89,139
2024-10-23,Product_A,East,99,126
2024-10-24,Product_A,East,105,124
2024-10-25,Product_A,East,71,123
2024-10-26,Product_A,East,50,88
2024-10-27,Product_A,East,82,82
2024-10-28,Product_A,East,95,153
2024-10-29,Product_A,East,86,143
2024-10-30,Product_A,East,110,132
2024-10-31,Product_A,East,99,118
2024-11-01,Product_A,East,71,100
2024-11-02,Product_A,East,74,129
2024-11-03,Product_A,East,71,84
2024-11-04,Product_A,East,70,133
2024-11-05,Product_A,East,119,148
2024-11-06,Product_A,East,90,160
2024-11-07,Product_A,East,86,127
2024-11-08,Product_A,East,67,146
2024-11-09,Product_A,East,44,124
2024-11-10,Product_A,East,70,104
2024-11-11,Product_A,East,107,114
2024-11-12,Product_A,East,86,141
2024-11-13,Product_A,East,105,139
2024-11-14,Product_A,East,70,121
2024-11-15,Product_A,East,96,123
2024-11-16,Product_A,East,79,106
2024-11-17,Product_A,East,69,149
2024-11-18,Product_A,East,85,123
2024-11-19,Product_A,East,114,133
2024-11-20,Product_A,East,92,152
2024-11-21,Product_A,East,94,147
2024-11-22,Product_A,East,109,132
2024-11-23,Product_A,East,49,121
2024-11-24,Product_A,East,80,120
2024-11-25,Product_A,East,93,135
2024-11-26,Product_A,East,100,164
2024-11-27,Product_A,East,96,138
2024-11-28,Product_A,East,141,141
2024-11-29,Product_A,East,87,99
2024-11-30,Product_A,East,80,99
2024-12-01,Product_A,East,76,143
2024-12-02,Product_A,East,99,151
2024-12-03,Product_A,East,76,193
2024-12-04,Product_A,East,88,192
2024-12-05,Product_A,East,116,162
2024-12-06,Product_A,East,77,136
