Date,Product,Region,Quantity_Sold,Stock_Level,day_of_week,week_of_year,month,year,is_weekend,dow_sin,dow_cos,month_sin,month_cos,lag_1,lag_7,lag_30,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30
2024-07-04,Product_A,North,118,143,3,27,7,2024,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,130.0,108.0,131.0,114.14285714285714,16.211401044003473,115.53333333333333,16.929332498671535
2024-07-05,Product_A,North,106,117,4,27,7,2024,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,118.0,99.0,115.0,115.14285714285714,15.312615402869067,115.23333333333333,17.018617256796592
2024-07-06,Product_A,North,77,157,5,27,7,2024,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,106.0,92.0,132.0,113.0,19.553345834749795,113.4,18.07951784526464
2024-07-07,Product_A,North,101,165,6,27,7,2024,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,77.0,110.0,114.0,111.71428571428571,20.072487686003356,112.96666666666667,18.219889346977197
2024-07-08,Product_A,North,97,129,0,28,7,2024,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,101.0,112.0,94.0,109.57142857142857,20.823521498993472,113.06666666666666,18.120160868078923
2024-07-09,Product_A,North,109,171,1,28,7,2024,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,97.0,138.0,137.0,105.42857142857143,16.701867588757224,112.13333333333334,17.557262635854396
2024-07-10,Product_A,North,116,196,2,28,7,2024,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,109.0,130.0,138.0,103.42857142857143,13.866712454136836,111.4,16.886231894244727
2024-07-11,Product_A,North,101,167,3,28,7,2024,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,116.0,118.0,134.0,101.0,12.288205727444538,110.3,16.431991505218928
2024-07-12,Product_A,North,79,149,4,28,7,2024,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,101.0,106.0,138.0,97.14285714285714,14.496304947912082,108.33333333333333,16.532795690183008
2024-07-13,Product_A,North,85,112,5,28,7,2024,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,79.0,77.0,146.0,98.28571428571429,12.86745618105735,106.3,15.456613359715131
2024-07-14,Product_A,North,84,127,6,28,7,2024,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,85.0,101.0,122.0,95.85714285714286,13.837492203292992,105.03333333333333,15.681052333910838
2024-07-15,Product_A,North,94,183,0,29,7,2024,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,84.0,97.0,94.0,95.42857142857143,13.842653200129368,105.03333333333333,15.681052333910838
2024-07-16,Product_A,North,108,159,1,29,7,2024,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,94.0,109.0,104.0,95.28571428571429,13.683497185957233,105.16666666666667,15.688966765243642
2024-07-17,Product_A,North,76,150,2,29,7,2024,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,108.0,116.0,109.0,89.57142857142857,11.816050423853794,104.06666666666666,16.544471591135355
2024-07-18,Product_A,North,99,141,3,29,7,2024,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,76.0,101.0,102.0,89.28571428571429,11.513966674063138,103.96666666666667,16.56644579977194
2024-07-19,Product_A,North,109,132,4,29,7,2024,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,99.0,79.0,96.0,93.57142857142857,12.581165060745347,104.4,16.5208332427418
2024-07-20,Product_A,North,98,124,5,29,7,2024,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,109.0,85.0,120.0,95.42857142857143,12.05345238036465,103.66666666666667,16.29117242099458
2024-07-21,Product_A,North,85,125,6,29,7,2024,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,98.0,84.0,145.0,95.57142857142857,11.900380145989097,101.66666666666667,14.64130513622175
2024-07-22,Product_A,North,95,178,0,30,7,2024,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,85.0,94.0,112.0,95.71428571428571,11.884363476354086,101.1,14.556311582834129
2024-07-23,Product_A,North,69,119,1,30,7,2024,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,95.0,108.0,93.0,90.14285714285714,14.099983113803052,100.3,15.636275242150061
2024-07-24,Product_A,North,99,163,2,30,7,2024,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,69.0,76.0,108.0,93.42857142857143,12.882250616735655,100.0,15.56964331972468
2024-07-25,Product_A,North,111,160,3,30,7,2024,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,99.0,99.0,112.0,95.14285714285714,14.450243036348137,99.96666666666667,15.544115935938079
2024-07-26,Product_A,North,82,152,4,30,7,2024,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,111.0,109.0,94.0,91.28571428571429,13.719988893512342,99.56666666666666,15.854257196865667
2024-07-27,Product_A,North,92,123,5,30,7,2024,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,82.0,98.0,108.0,90.42857142857143,13.414633090486982,99.03333333333333,15.829878630970715
2024-07-28,Product_A,North,94,129,6,30,7,2024,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,92.0,85.0,99.0,91.71428571428571,13.237752650586188,98.86666666666666,15.856540765799776
2024-07-29,Product_A,North,85,153,0,31,7,2024,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,94.0,95.0,92.0,90.28571428571429,13.363062095621498,98.63333333333334,16.011813167768945
2024-07-30,Product_A,North,105,155,1,31,7,2024,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,85.0,69.0,110.0,95.42857142857143,10.406042200842649,98.46666666666667,15.915148570559662
2024-07-31,Product_A,North,129,129,2,31,7,2024,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,105.0,99.0,112.0,99.71428571428571,16.509737386507073,99.03333333333333,16.69706423366058
2024-08-01,Product_A,North,76,122,3,31,8,2024,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,129.0,111.0,138.0,94.71428571428571,17.773709852047386,96.96666666666667,15.501909411498225
2024-08-02,Product_A,North,80,123,4,31,8,2024,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,76.0,82.0,130.0,94.42857142857143,18.02643561418578,95.3,14.482212633386471
2024-08-03,Product_A,North,60,96,5,31,8,2024,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,80.0,92.0,118.0,89.85714285714286,22.29670058871637,93.36666666666666,15.200914975485905
2024-08-04,Product_A,North,69,169,6,31,8,2024,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,60.0,94.0,106.0,86.28571428571429,23.492653360248013,92.13333333333334,15.635356337995283
2024-08-05,Product_A,North,114,127,0,32,8,2024,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,69.0,85.0,77.0,90.42857142857143,25.683049811481794,93.36666666666666,15.858171685140752
2024-08-06,Product_A,North,95,127,1,32,8,2024,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,114.0,105.0,101.0,89.0,25.006665778014906,93.16666666666667,15.796296670604304
2024-08-07,Product_A,North,73,151,2,32,8,2024,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,95.0,129.0,97.0,81.0,18.073922282301666,92.36666666666666,16.198091273959953
2024-08-08,Product_A,North,80,140,3,32,8,2024,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,73.0,76.0,109.0,81.57142857142857,17.952317797034674,91.4,16.035735953993633
2024-08-09,Product_A,North,63,109,4,32,8,2024,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,80.0,80.0,116.0,79.14285714285714,19.299642237000295,89.63333333333334,16.151189415650688
2024-08-10,Product_A,North,77,120,5,32,8,2024,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,63.0,60.0,101.0,81.57142857142857,17.47242725798931,88.83333333333333,16.16314098301374
2024-08-11,Product_A,North,82,90,6,32,8,2024,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,77.0,69.0,79.0,83.42857142857143,16.581688121310002,88.93333333333334,16.109396130152046
2024-08-12,Product_A,North,99,115,0,33,8,2024,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,82.0,114.0,85.0,81.28571428571429,12.419263071459152,89.4,16.194081507207066
2024-08-13,Product_A,North,107,146,1,33,8,2024,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,99.0,95.0,84.0,83.0,15.154757228892823,90.16666666666667,16.471675444654075
2024-08-14,Product_A,North,79,143,2,33,8,2024,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,107.0,73.0,94.0,83.85714285714286,14.656381675213558,89.66666666666667,16.578617997669184
2024-08-15,Product_A,North,97,151,3,33,8,2024,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,79.0,80.0,108.0,86.28571428571429,15.304838948453705,89.3,16.278079188557914
2024-08-16,Product_A,North,79,152,4,33,8,2024,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,97.0,63.0,76.0,88.57142857142857,12.108635250062505,89.4,16.202596641619863
2024-08-17,Product_A,North,84,105,5,33,8,2024,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,79.0,77.0,99.0,89.57142857142857,11.252512946851272,88.9,16.12740225356435
2024-08-18,Product_A,North,84,152,6,33,8,2024,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,84.0,82.0,109.0,89.85714285714286,11.051825964195457,88.06666666666666,15.693032350945202
2024-08-19,Product_A,North,110,110,0,34,8,2024,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,84.0,99.0,98.0,91.42857142857143,13.151136108807766,88.46666666666667,16.10254495485062
2024-08-20,Product_A,North,82,172,1,34,8,2024,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,110.0,107.0,85.0,87.85714285714286,11.509830167131035,88.36666666666666,16.13410039023854
2024-08-21,Product_A,North,82,120,2,34,8,2024,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,82.0,79.0,95.0,88.28571428571429,11.176079898818314,87.93333333333334,16.124372927306265
2024-08-22,Product_A,North,83,144,3,34,8,2024,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,82.0,97.0,69.0,86.28571428571429,10.594248214861949,88.4,15.755896542630179
2024-08-23,Product_A,North,77,105,4,34,8,2024,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,83.0,79.0,99.0,86.0,10.847426730182473,87.66666666666667,15.757501406463817
2024-08-24,Product_A,North,64,93,5,34,8,2024,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,77.0,84.0,111.0,83.14285714285714,13.716517675520626,86.1,15.69394787808333
2024-08-25,Product_A,North,64,157,6,34,8,2024,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,64.0,84.0,82.0,80.28571428571429,15.478095120894018,85.5,16.192271464263744
2024-08-26,Product_A,North,87,143,0,35,8,2024,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,64.0,110.0,92.0,77.0,9.345230512585033,85.33333333333333,16.148733981194887
2024-08-27,Product_A,North,86,136,1,35,8,2024,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,87.0,82.0,94.0,77.57142857142857,9.8125284349005,85.06666666666666,16.066528353484753
2024-08-28,Product_A,North,85,90,2,35,8,2024,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,86.0,82.0,85.0,78.0,10.099504938362882,85.06666666666666,16.066528353484753
2024-08-29,Product_A,North,70,96,3,35,8,2024,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,85.0,83.0,105.0,76.14285714285714,10.221359521913316,83.9,15.838299281738774
2024-08-30,Product_A,North,51,92,4,35,8,2024,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,70.0,77.0,129.0,72.42857142857143,13.91470616359065,81.3,14.527381993539043
2024-08-31,Product_A,North,84,105,5,35,8,2024,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,51.0,64.0,76.0,75.28571428571429,13.94888628426824,81.56666666666666,14.500138723077836
2024-09-01,Product_A,North,86,117,6,35,9,2024,1,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,84.0,64.0,80.0,78.42857142857143,13.45185418269158,81.76666666666667,14.519151047028625
2024-09-02,Product_A,North,91,105,0,36,9,2024,0,0.0,1.0,-1.0,-1.8369701987210297e-16,86.0,87.0,60.0,79.0,13.95229969097146,82.8,14.01083324702203
2024-09-03,Product_A,North,98,152,1,36,9,2024,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,91.0,86.0,69.0,80.71428571428571,15.596092306668027,83.76666666666667,14.026288946445932
2024-09-04,Product_A,North,85,152,2,36,9,2024,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,98.0,85.0,114.0,80.71428571428571,15.596092306668027,82.8,12.818090664208063
2024-09-05,Product_A,North,94,119,3,36,9,2024,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,85.0,70.0,95.0,84.14285714285714,15.485784571972314,82.76666666666667,12.786532066938495
2024-09-06,Product_A,North,63,90,4,36,9,2024,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,94.0,51.0,73.0,85.85714285714286,11.305287427108366,82.43333333333334,13.174383014626823
2024-09-07,Product_A,North,70,110,5,36,9,2024,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,63.0,84.0,80.0,83.85714285714286,12.824827112916672,82.1,13.363227980879518
2024-09-08,Product_A,North,63,108,6,36,9,2024,1,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,70.0,86.0,63.0,80.57142857142857,14.953897405661914,82.1,13.363227980879518
2024-09-09,Product_A,North,88,134,0,37,9,2024,0,0.0,1.0,-1.0,-1.8369701987210297e-16,63.0,91.0,77.0,80.14285714285714,14.645005649579153,82.46666666666667,13.369376570545587
2024-09-10,Product_A,North,111,161,1,37,9,2024,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,88.0,98.0,82.0,82.0,17.776388834631558,83.43333333333334,14.347133159103716
2024-09-11,Product_A,North,78,172,2,37,9,2024,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,111.0,85.0,99.0,81.0,17.77638883463158,82.73333333333333,14.071083906325285
2024-09-12,Product_A,North,79,149,3,37,9,2024,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,78.0,94.0,107.0,78.85714285714286,16.826849293402283,81.8,13.314239201593049
2024-09-13,Product_A,North,76,104,4,37,9,2024,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,79.0,63.0,79.0,80.71428571428571,15.445757623743905,81.7,13.347219780241302
2024-09-14,Product_A,North,50,99,5,37,9,2024,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,76.0,70.0,97.0,77.85714285714286,19.16097223897769,80.13333333333334,14.219300466166466
2024-09-15,Product_A,North,54,125,6,37,9,2024,1,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,50.0,63.0,79.0,76.57142857142857,20.57390858066915,79.3,14.99919538071829
2024-09-16,Product_A,North,98,104,0,38,9,2024,0,0.0,1.0,-1.0,-1.8369701987210297e-16,54.0,88.0,84.0,78.0,21.809783737274497,79.76666666666667,15.363825254043247
2024-09-17,Product_A,North,93,119,1,38,9,2024,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,98.0,111.0,84.0,75.42857142857143,17.99867720007221,80.06666666666666,15.53623869035468
2024-09-18,Product_A,North,83,153,2,38,9,2024,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,93.0,78.0,110.0,76.14285714285714,18.215639538856205,79.16666666666667,14.489195340293772
2024-09-19,Product_A,North,84,162,3,38,9,2024,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,83.0,79.0,82.0,76.85714285714286,18.442962265939666,79.23333333333333,14.507271264446159
2024-09-20,Product_A,North,69,132,4,38,9,2024,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,84.0,76.0,82.0,75.85714285714286,18.685364784849,78.8,14.615532597324108
2024-09-21,Product_A,North,69,118,5,38,9,2024,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,69.0,50.0,83.0,78.57142857142857,15.3932576458785,78.33333333333333,14.700066463216542
2024-09-22,Product_A,North,65,104,6,38,9,2024,1,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,69.0,54.0,77.0,80.14285714285714,12.811824895106547,77.93333333333334,14.899510136203999
2024-09-23,Product_A,North,78,102,0,39,9,2024,0,0.0,1.0,-1.0,-1.8369701987210297e-16,65.0,98.0,64.0,77.28571428571429,10.111285538353277,78.4,14.665464945543347
2024-09-24,Product_A,North,97,146,1,39,9,2024,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,78.0,93.0,64.0,77.85714285714286,11.201615529744224,79.5,14.785244275150056
2024-09-25,Product_A,North,99,167,2,39,9,2024,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,97.0,83.0,87.0,80.14285714285714,13.765035069922824,79.9,15.152898891881437
2024-09-26,Product_A,North,103,119,3,39,9,2024,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,99.0,84.0,86.0,82.85714285714286,16.293440105643842,80.46666666666667,15.69698704525318
2024-09-27,Product_A,North,78,99,4,39,9,2024,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,103.0,69.0,85.0,84.14285714285714,15.345233477409273,80.23333333333333,15.679293028866226
2024-09-28,Product_A,North,68,89,5,39,9,2024,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,78.0,69.0,70.0,84.0,15.51343503762718,80.16666666666667,15.728479184945375
2024-09-29,Product_A,North,87,112,6,39,9,2024,1,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,68.0,65.0,51.0,87.14285714285714,13.056653111582618,81.36666666666666,14.770621664906725
2024-09-30,Product_A,North,77,143,0,40,9,2024,0,0.0,1.0,-1.0,-1.8369701987210297e-16,87.0,78.0,84.0,87.0,13.178264933847561,81.13333333333334,14.782872972914605
2024-10-01,Product_A,North,60,93,1,40,10,2024,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,77.0,97.0,86.0,81.71428571428571,15.681350767863576,80.26666666666667,15.24271071315903
2024-10-02,Product_A,North,102,138,2,40,10,2024,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,60.0,99.0,91.0,82.14285714285714,16.26272395621975,80.63333333333334,15.637010326594359
2024-10-03,Product_A,North,88,100,3,40,10,2024,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,102.0,103.0,98.0,80.0,13.868429375143684,80.3,15.35813835701121
2024-10-04,Product_A,North,74,151,4,40,10,2024,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,88.0,78.0,85.0,79.42857142857143,14.045843309881029,79.93333333333334,15.373361047118257
2024-10-05,Product_A,North,76,105,5,40,10,2024,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,74.0,68.0,94.0,80.57142857142857,13.264704329625875,79.33333333333333,15.15513645334596
2024-10-06,Product_A,North,65,97,6,40,10,2024,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,76.0,87.0,63.0,77.42857142857143,14.069555108545467,79.4,15.085046260772637
2024-10-07,Product_A,North,54,124,0,41,10,2024,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,65.0,77.0,70.0,74.14285714285714,16.637593690481303,78.86666666666666,15.699183667187514
2024-10-08,Product_A,North,100,102,1,41,10,2024,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,54.0,60.0,63.0,79.85714285714286,17.79914390664728,80.1,15.862230134113606
2024-10-09,Product_A,North,82,114,2,41,10,2024,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,100.0,102.0,88.0,77.0,15.044378795196252,79.9,15.79687878380854
2024-10-10,Product_A,North,72,129,3,41,10,2024,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,82.0,88.0,111.0,74.71428571428571,14.291189426990124,78.6,14.717102413460031
2024-10-11,Product_A,North,51,124,4,41,10,2024,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,72.0,74.0,78.0,71.42857142857143,16.890403023188522,77.7,15.556681677902304
2024-10-12,Product_A,North,76,97,5,41,10,2024,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,51.0,76.0,79.0,71.42857142857143,16.890403023188522,77.6,15.557679110662356
2024-10-13,Product_A,North,44,86,6,41,10,2024,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,76.0,65.0,76.0,68.42857142857143,19.831432481939835,76.53333333333333,16.72440573313239
2024-10-14,Product_A,North,95,95,0,42,10,2024,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,44.0,54.0,50.0,74.28571428571429,20.886313586607727,78.03333333333333,16.274548213091048
2024-10-15,Product_A,North,85,111,1,42,10,2024,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,95.0,100.0,54.0,72.14285714285714,18.433923180092318,79.06666666666666,15.668843086780731
2024-10-16,Product_A,North,103,125,2,42,10,2024,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,85.0,82.0,98.0,75.14285714285714,21.721176851394183,79.23333333333333,15.902034858585663
2024-10-17,Product_A,North,91,140,3,42,10,2024,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,103.0,72.0,93.0,77.85714285714286,22.43827512257141,79.16666666666667,15.84642531936759
2024-10-18,Product_A,North,96,109,4,42,10,2024,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,91.0,51.0,83.0,84.28571428571429,19.74600622669743,79.6,16.130074716033494
2024-10-19,Product_A,North,73,74,5,42,10,2024,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,96.0,76.0,84.0,83.85714285714286,19.986900471964194,79.23333333333333,16.151616409625184
2024-10-20,Product_A,North,84,92,6,42,10,2024,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,73.0,44.0,69.0,89.57142857142857,9.829498848825175,79.73333333333333,16.05579352592459
2024-10-21,Product_A,North,74,121,0,43,10,2024,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,84.0,95.0,69.0,86.57142857142857,11.028102630056432,79.9,15.966235926328032
2024-10-22,Product_A,North,69,141,1,43,10,2024,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,74.0,85.0,65.0,84.28571428571429,12.906255404703575,80.03333333333333,15.853822194061442
2024-10-23,Product_A,North,107,146,2,43,10,2024,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,69.0,103.0,78.0,84.85714285714286,13.921548901237069,81.0,16.59247856191419
2024-10-24,Product_A,North,66,128,3,43,10,2024,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,107.0,91.0,97.0,81.28571428571429,15.228419547174806,79.96666666666667,16.526850323313
2024-10-25,Product_A,North,85,85,4,43,10,2024,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,66.0,96.0,99.0,79.71428571428571,13.972762620115974,79.5,16.16456320004569
2024-10-26,Product_A,North,59,123,5,43,10,2024,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,85.0,73.0,103.0,77.71428571428571,15.955294687703047,78.03333333333333,15.953560478903078
2024-10-27,Product_A,North,75,117,6,43,10,2024,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,59.0,84.0,78.0,76.42857142857143,15.725320800725553,77.93333333333334,15.963176015622402
2024-10-28,Product_A,North,106,133,0,44,10,2024,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,75.0,74.0,68.0,81.0,19.17463602435991,79.2,16.641037766047823
2024-10-29,Product_A,North,102,193,1,44,10,2024,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,106.0,69.0,87.0,85.71428571428571,19.779739513909327,79.7,17.10242975276529
2024-10-30,Product_A,North,92,127,2,44,10,2024,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,102.0,107.0,77.0,83.57142857142857,17.803156488454324,80.2,17.239489551607832
2024-10-31,Product_A,North,94,142,3,44,10,2024,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,92.0,66.0,60.0,87.57142857142857,16.27735792296742,81.33333333333333,16.981396176167312
2024-11-01,Product_A,North,72,97,4,44,11,2024,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,94.0,85.0,102.0,85.71428571428571,17.3273799299867,80.33333333333333,16.60148172309612
2024-11-02,Product_A,North,96,114,5,44,11,2024,1,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,72.0,59.0,88.0,91.0,12.897028081435655,80.6,16.79203423630083
2024-11-03,Product_A,North,66,130,6,44,11,2024,1,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,96.0,75.0,74.0,89.71428571428571,15.030128472663483,80.33333333333333,16.963110753537432
2024-11-04,Product_A,North,83,121,0,45,11,2024,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,66.0,106.0,76.0,86.42857142857143,13.289809916588643,80.56666666666666,16.949587185153568
2024-11-05,Product_A,North,102,116,1,45,11,2024,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,83.0,102.0,65.0,86.42857142857143,13.289809916588643,81.8,17.123083834403076
2024-11-06,Product_A,North,102,184,2,45,11,2024,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,102.0,92.0,54.0,87.85714285714286,14.473292316408163,83.4,16.672504724638696
2024-11-07,Product_A,North,97,129,3,45,11,2024,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,102.0,94.0,100.0,88.28571428571429,14.727686916307347,83.3,16.57823666843006
2024-11-08,Product_A,North,74,112,4,45,11,2024,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,97.0,72.0,82.0,88.57142857142857,14.374249462808697,83.03333333333333,16.66398829053605
2024-11-09,Product_A,North,70,102,5,45,11,2024,1,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,74.0,96.0,72.0,84.85714285714286,15.453463165566971,82.96666666666667,16.71357765892496
